編號,地震時間,經度,緯度,深度,規模,震央位置
小區域,2011/9/22 上午 11:04:00,121.69,24.09,17.4,3.9,花蓮縣政府東北方  12.4  公里 (位於花蓮縣近海)
100137   ,2011/9/22 上午 09:00:00,121.67,23.78,26,4.8,花蓮縣政府南偏東方  24.0  公里 (位於台灣東部海域)
100136   ,2011/9/22 上午 08:55:00,121.67,24.08,17,4.2,花蓮縣政府北偏東方  11.3  公里 (位於花蓮縣近海)
小區域,2011/9/22 上午 06:56:00,121.66,24.09,16.4,3.2,花蓮縣政府北偏東方  11.7  公里 (位於花蓮縣近海)
小區域,2011/9/22 上午 06:50:00,121.67,24.1,16.7,3.2,花蓮縣政府北偏東方  13.2  公里 (位於花蓮縣近海)
100135   ,2011/9/22 上午 06:42:00,121.68,24.1,16.4,4,花蓮縣政府北偏東方  12.9  公里 (位於花蓮縣近海)
100134   ,2011/9/22 上午 06:18:00,121.67,24.09,17.2,5.1,花蓮縣政府北偏東方  11.9  公里 (位於花蓮縣近海)
小區域,2011/9/22 上午 06:13:00,120.52,23.64,10.7,3,雲林縣政府南方  7.1  公里 (位於雲林縣古坑鄉)
小區域,2011/9/19 下午 11:06:00,120.45,23.5,8.1,2.4,嘉義市政府北方  2.3  公里 (位於嘉義市東區)
小區域,2011/9/19 下午 10:17:00,120.45,23.5,8.2,2.6,嘉義市政府北方  2.4  公里 (位於嘉義市東區)
小區域,2011/9/19 下午 10:13:00,120.45,23.5,8.5,2.9,嘉義市政府北方  2.5  公里 (位於嘉義市東區)
小區域,2011/9/19 下午 03:10:00,121.77,24.36,10,2.9,宜蘭縣政府南方  40.8  公里 (位於宜蘭縣南澳鄉)
小區域,2011/9/19 上午 02:59:00,121.49,24.36,6.1,3.1,花蓮縣政府北偏西方  43.1  公里 (位於宜蘭縣南澳鄉)
小區域,2011/9/18 下午 12:59:00,120.4,23.49,9,2.4,嘉義市政府西方  5.7  公里 (位於嘉義市西區)
小區域,2011/9/17 上午 02:25:00,121.49,24.4,8.4,2.9,宜蘭縣政府西南方  46.0  公里 (位於宜蘭縣南澳鄉)
100133   ,2011/9/16 下午 11:24:00,120.56,23.53,9.9,3.4,嘉義市政府東偏北方  11.7  公里 (位於嘉義縣竹崎鄉)
小區域,2011/9/16 下午 09:03:00,121.56,25.17,9,2.3,台北市政府北方  14.9  公里 (位於台北市士林區)
小區域,2011/9/15 上午 03:48:00,121.71,24.66,43.6,4.1,宜蘭縣政府西南方  9.7  公里 (位於宜蘭縣三星鄉)
小區域,2011/9/14 下午 03:10:00,121.02,22.33,10.8,4,台東縣政府南偏西方  48.4  公里 (位於台灣東部海域)
100132   ,2011/9/13 下午 06:44:00,120.6,23.47,7.6,3.4,嘉義市政府東方  14.7  公里 (位於嘉義縣番路鄉)
小區域,2011/9/13 上午 10:11:00,120.64,23.25,8.4,3.6,嘉義市政府東南方  31.6  公里 (位於高雄市那瑪夏區)
小區域,2011/9/13 上午 02:19:00,121.58,23.91,9.6,3.5,花蓮縣政府南偏西方  9.9  公里 (位於花蓮縣壽豐鄉)
小區域,2011/9/12 下午 09:41:00,121.75,24.04,29.6,3.9,花蓮縣政府東偏北方  14.5  公里 (位於台灣東部海域)
小區域,2011/9/12 下午 09:26:00,120.96,22.32,12.8,3.1,台東縣政府南偏西方  52.6  公里 (位於台東縣近海)
小區域,2011/9/12 下午 01:15:00,122.84,23.7,43.8,5.1,花蓮縣政府東偏南方  128.2  公里 (位於台灣東部海域)
小區域,2011/9/9 下午 08:43:00,120.56,23.53,9.7,2.8,嘉義市政府東偏北方  11.8  公里 (位於嘉義縣竹崎鄉)
100131   ,2011/9/9 下午 02:22:00,120.98,22.32,10.7,4,台東縣政府南偏西方  50.9  公里 (位於台東縣近海)
小區域,2011/9/9 下午 02:19:00,120.98,22.31,10.5,3.9,台東縣政府南偏西方  51.9  公里 (位於台東縣近海)
小區域,2011/9/9 下午 01:58:00,120.98,22.32,10.9,3.9,台東縣政府南偏西方  51.3  公里 (位於台東縣近海)
100130   ,2011/9/9 下午 01:52:00,120.98,22.32,10.7,4.3,台東縣政府南偏西方  51.7  公里 (位於台東縣近海)
小區域,2011/9/9 上午 11:34:00,120.97,22.32,12.4,3.6,台東縣政府南偏西方  51.7  公里 (位於台東縣近海)
小區域,2011/9/9 上午 11:27:00,120.95,22.34,14,3.7,台東縣政府南偏西方  50.7  公里 (位於台東縣近海)
100129   ,2011/9/9 上午 11:26:00,120.99,22.31,10.4,5,台東縣政府南偏西方  52.4  公里 (位於台灣東部海域)
小區域,2011/9/9 上午 01:52:00,120.48,23.54,10.2,2.3,嘉義市政府北偏東方  6.4  公里 (位於嘉義縣民雄鄉)
小區域,2011/9/7 下午 12:25:00,121.54,23.18,39.5,3.7,台東縣政府東北方  62.2  公里 (位於台灣東部海域)
100128   ,2011/9/7 下午 12:23:00,121.86,24.85,106,4.1,宜蘭縣政府東北方  16.3  公里 (位於宜蘭縣近海)
小區域,2011/9/7 上午 12:19:00,120.48,23.53,12.7,2.8,嘉義市政府北偏東方  5.9  公里 (位於嘉義縣民雄鄉)
小區域,2011/9/6 下午 07:17:00,120.48,23.54,9.9,2.7,嘉義市政府北偏東方  6.4  公里 (位於嘉義縣民雄鄉)
小區域,2011/9/4 下午 05:04:00,122.04,24.54,13.1,3.4,宜蘭縣政府東南方  35.3  公里 (位於台灣東部海域)
小區域,2011/9/2 下午 04:00:00,121.26,22.86,16,3.9,台東縣政府東北方  16.0  公里 (位於台東縣近海)
小區域,2011/9/2 下午 03:00:00,121.25,22.87,14.3,3.8,台東縣政府東北方  15.9  公里 (位於台東縣近海)
小區域,2011/9/2 上午 09:17:00,120.49,23.43,8.5,3.3,嘉義市政府東南方  6.0  公里 (位於嘉義縣中埔鄉)
100127   ,2011/8/31 下午 07:22:00,120.98,21.78,29.5,4.8,台東縣政府南方  109.8  公里 (位於台灣南部海域)
小區域,2011/8/31 上午 12:13:00,121.49,23.69,9.5,2.9,花蓮縣政府南偏西方  35.6  公里 (位於花蓮縣光復鄉)
小區域,2011/8/30 下午 10:31:00,121.5,23.7,10.2,2.7,花蓮縣政府南偏西方  34.7  公里 (位於花蓮縣光復鄉)
小區域,2011/8/30 下午 06:17:00,121.33,24.28,7.5,3.4,花蓮縣政府西北方  43.8  公里 (位於台中市和平區)
100126   ,2011/8/28 下午 11:05:00,121.61,23.96,6.9,3.7,花蓮縣政府南方  3.8  公里 (位於花蓮縣近海)
小區域,2011/8/28 下午 07:39:00,121.87,24.47,22.1,3.3,宜蘭縣政府南偏東方  30.6  公里 (位於宜蘭縣近海)
小區域,2011/8/28 下午 01:34:00,121.61,23.67,22.6,3.5,花蓮縣政府南方  35.6  公里 (位於花蓮縣近海)
小區域,2011/8/28 上午 05:52:00,121.46,23.93,17.3,2.7,花蓮縣政府西偏南方  17.7  公里 (位於花蓮縣秀林鄉)
小區域,2011/8/27 下午 11:13:00,121.77,24.53,64.4,4.2,宜蘭縣政府南方  22.1  公里 (位於宜蘭縣南澳鄉)
小區域,2011/8/26 下午 10:27:00,121.56,23.9,9.1,2.6,花蓮縣政府南偏西方  11.9  公里 (位於花蓮縣壽豐鄉)
100125   ,2011/8/25 下午 05:35:00,121.91,23.13,25.2,4.9,台東縣政府東偏北方  88.5  公里 (位於台灣東部海域)
小區域,2011/8/24 下午 09:36:00,121.36,22.87,23.7,3.4,台東縣政府東偏北方  25.4  公里 (位於台灣東部海域)
小區域,2011/8/24 下午 09:15:00,121.86,23.84,33.7,4.4,花蓮縣政府東偏南方  29.8  公里 (位於台灣東部海域)
小區域,2011/8/24 下午 02:12:00,121.71,24.25,12.7,2.8,花蓮縣政府北偏東方  29.6  公里 (位於花蓮縣秀林鄉)
100124   ,2011/8/24 上午 01:29:00,121.53,23.75,8.7,3.8,花蓮縣政府南偏西方  27.7  公里 (位於花蓮縣壽豐鄉)
小區域,2011/8/21 下午 06:17:00,121.37,23.69,24,3.5,花蓮縣政府西南方  42.2  公里 (位於花蓮縣萬榮鄉)
小區域,2011/8/21 上午 04:29:00,121.62,23.96,6.9,2.8,花蓮縣政府南方  3.8  公里 (位於花蓮縣近海)
小區域,2011/8/17 下午 04:09:00,121.75,24.56,5.2,2.7,宜蘭縣政府南方  18.8  公里 (位於宜蘭縣南澳鄉)
小區域,2011/8/16 下午 05:56:00,120.61,23.51,8.5,2.8,嘉義市政府東方  15.9  公里 (位於嘉義縣竹崎鄉)
小區域,2011/8/16 上午 02:07:00,120.7,23.2,8.3,2.4,嘉義市政府東南方  40.0  公里 (位於高雄市那瑪夏區)
小區域,2011/8/14 下午 03:37:00,121.78,24.24,17.4,3.1,花蓮縣政府北偏東方  32.2  公里 (位於花蓮縣近海)
小區域,2011/8/14 上午 06:18:00,121.78,24.24,17.8,3.2,花蓮縣政府北偏東方  32.3  公里 (位於花蓮縣近海)
小區域,2011/8/14 上午 03:10:00,121.84,24.32,11.3,2.8,花蓮縣政府北偏東方  42.2  公里 (位於宜蘭縣近海)
小區域,2011/8/13 下午 07:40:00,121.79,24.25,16.9,3.1,花蓮縣政府北偏東方  33.2  公里 (位於花蓮縣近海)
小區域,2011/8/13 下午 03:52:00,121.79,24.24,17.3,3.1,花蓮縣政府北偏東方  32.9  公里 (位於花蓮縣近海)
小區域,2011/8/13 下午 03:05:00,121.79,24.25,17.5,3.1,花蓮縣政府北偏東方  33.6  公里 (位於花蓮縣近海)
小區域,2011/8/13 下午 01:49:00,121.79,24.25,17.1,3.1,花蓮縣政府北偏東方  33.2  公里 (位於花蓮縣近海)
100123   ,2011/8/12 上午 06:07:00,121.62,23.8,32.4,4.8,花蓮縣政府南方  21.1  公里 (位於花蓮縣近海)
小區域,2011/8/12 上午 03:45:00,121.86,24.75,7.8,2.9,宜蘭縣政府東方  9.8  公里 (位於宜蘭縣近海)
小區域,2011/8/12 上午 12:48:00,121.23,22.84,26.7,3.8,台東縣政府東北方  12.6  公里 (位於台東縣近海)
100122   ,2011/8/11 上午 03:25:00,121.72,23.39,27,4.5,花蓮縣政府南方  67.7  公里 (位於台灣東部海域)
100121   ,2011/8/7 下午 10:30:00,120.67,23.96,23.9,3.6,南投縣政府北偏西方  7.2  公里 (位於南投縣草屯鎮)
小區域,2011/8/7 下午 06:21:00,121.39,23.03,16.2,3.5,台東縣政府東北方  39.3  公里 (位於台東縣近海)
100120   ,2011/8/7 上午 09:08:00,120.57,23.6,9.8,3.4,雲林縣政府南偏東方  12.3  公里 (位於雲林縣古坑鄉)
小區域,2011/8/7 上午 05:08:00,121.55,24.06,24.5,3.3,花蓮縣政府西北方  11.0  公里 (位於花蓮縣秀林鄉)
小區域,2011/8/6 下午 05:43:00,121.64,24.33,24.1,3.4,花蓮縣政府北方  38.1  公里 (位於花蓮縣秀林鄉)
小區域,2011/8/6 上午 12:22:00,120.63,23.81,19.9,3,南投縣政府南偏西方  12.0  公里 (位於彰化縣二水鄉)
小區域,2011/8/5 下午 02:52:00,122.43,24.06,24.5,4.3,花蓮縣政府東方  82.6  公里 (位於台灣東部海域)
100119   ,2011/8/4 下午 12:11:00,121.36,23.28,12.9,3.7,台東縣政府北偏東方  62.4  公里 (位於花蓮縣富里鄉)
小區域,2011/8/4 上午 11:20:00,121.74,24.22,10.6,3,花蓮縣政府北偏東方  28.4  公里 (位於花蓮縣近海)
小區域,2011/8/3 上午 04:20:00,121.47,23.05,40.7,3.9,台東縣政府東北方  46.2  公里 (位於台灣東部海域)
小區域,2011/8/3 上午 03:18:00,121.45,23.74,15,2.7,花蓮縣政府西南方  32.5  公里 (位於花蓮縣鳳林鎮)
小區域,2011/8/1 下午 03:53:00,121.76,24.26,15,2.8,花蓮縣政府北偏東方  32.8  公里 (位於花蓮縣近海)
小區域,2011/8/1 下午 01:43:00,121.76,24.25,12.2,2.8,花蓮縣政府北偏東方  32.1  公里 (位於花蓮縣近海)
100118   ,2011/8/1 上午 10:09:00,120.62,24.02,23.5,3.1,彰化縣政府東南方  9.4  公里 (位於彰化縣芬園鄉)
小區域,2011/7/31 下午 08:21:00,121.73,24.23,11.3,3.1,花蓮縣政府北偏東方  28.5  公里 (位於花蓮縣近海)
100117   ,2011/7/29 下午 07:18:00,121.95,24.47,14.1,3.5,宜蘭縣政府東南方  34.5  公里 (位於台灣東部海域)
100116   ,2011/7/29 下午 12:48:00,121.46,23.93,18,2.9,花蓮縣政府西偏南方  17.3  公里 (位於花蓮縣秀林鄉)
小區域,2011/7/27 下午 08:01:00,121.78,24.24,18.1,3.1,花蓮縣政府北偏東方  31.5  公里 (位於花蓮縣近海)
小區域,2011/7/27 上午 03:48:00,122.04,24.91,13.4,3.4,宜蘭縣政府東偏北方  34.7  公里 (位於台灣東部海域)
100115   ,2011/7/26 下午 11:00:00,121.64,22.06,114.7,4.7,台東縣政府東南方  91.7  公里 (位於台灣東部海域)
小區域,2011/7/25 下午 10:12:00,121.62,24.03,10.3,3.1,花蓮縣政府北方  4.0  公里 (位於花蓮縣新城鄉)
小區域,2011/7/25 下午 09:48:00,121.63,24.03,10.7,3.4,花蓮縣政府北偏東方  4.3  公里 (位於花蓮縣近海)
小區域,2011/7/23 下午 04:53:00,120.92,23.38,7.8,3.5,嘉義市政府東偏南方  48.9  公里 (位於高雄市桃源區)
小區域,2011/7/21 下午 12:37:00,120.76,23.16,6,1.8,嘉義市政府東南方  47.0  公里 (位於高雄市桃源區)
小區域,2011/7/21 上午 06:26:00,121.63,24.03,10.2,3.3,花蓮縣政府北方  4.2  公里 (位於花蓮縣近海)
100114   ,2011/7/20 下午 03:21:00,120.76,23.16,6.2,3,嘉義市政府東南方  47.2  公里 (位於高雄市桃源區)
100113   ,2011/7/20 下午 02:12:00,122.29,24.1,24.4,4.8,花蓮縣政府東方  68.9  公里 (位於台灣東部海域)
100112   ,2011/7/19 下午 11:37:00,120.76,23.16,6.5,3,嘉義市政府東南方  46.9  公里 (位於高雄市桃源區)
小區域,2011/7/19 下午 11:37:00,121.76,24.26,15.7,3.1,花蓮縣政府北偏東方  32.7  公里 (位於花蓮縣近海)
小區域,2011/7/19 下午 11:36:00,120.76,23.16,5.9,2,嘉義市政府東南方  47.0  公里 (位於高雄市桃源區)
100111   ,2011/7/19 下午 10:01:00,121.55,24.01,14.2,4.8,花蓮縣政府西偏北方  7.3  公里 (位於花蓮縣秀林鄉)
100110   ,2011/7/19 下午 07:16:00,120.76,23.16,6.3,3.2,嘉義市政府東南方  47.2  公里 (位於高雄市桃源區)
小區域,2011/7/19 下午 04:58:00,121.38,23.19,18.7,3.8,台東縣政府北偏東方  53.7  公里 (位於台東縣成功鎮)
100109   ,2011/7/19 上午 11:54:00,120.98,22.37,10,4.3,台東縣政府南偏西方  46.6  公里 (位於台東縣近海)
小區域,2011/7/19 上午 01:29:00,120.76,23.16,5.9,2.5,嘉義市政府東南方  47.0  公里 (位於高雄市桃源區)
小區域,2011/7/19 上午 12:30:00,120.76,23.16,5.8,2.6,嘉義市政府東南方  47.0  公里 (位於高雄市桃源區)
100108   ,2011/7/18 下午 10:48:00,122.37,23.59,29.8,5.1,花蓮縣政府東偏南方  88.2  公里 (位於台灣東部海域)
100107   ,2011/7/18 下午 08:40:00,120.76,23.16,6.1,2.7,嘉義市政府東南方  46.8  公里 (位於高雄市桃源區)
100106   ,2011/7/18 上午 02:45:00,121.59,23.83,25.9,4.6,花蓮縣政府南方  18.4  公里 (位於花蓮縣近海)
小區域,2011/7/17 下午 06:59:00,121.75,24.24,12.9,2.8,花蓮縣政府北偏東方  31.1  公里 (位於花蓮縣近海)
小區域,2011/7/17 下午 06:17:00,121.75,24.25,12.2,2.8,花蓮縣政府北偏東方  30.9  公里 (位於花蓮縣近海)
100105   ,2011/7/16 下午 03:54:00,121.76,24.24,13.8,3.5,花蓮縣政府北偏東方  30.8  公里 (位於花蓮縣近海)
100104   ,2011/7/16 上午 09:16:00,121.23,24.79,12,3.8,新竹縣政府東方  22.5  公里 (位於新竹縣關西鎮)
小區域,2011/7/15 下午 03:35:00,121.73,24.25,12.4,2.9,花蓮縣政府北偏東方  31.2  公里 (位於花蓮縣近海)
小區域,2011/7/15 上午 09:39:00,121.77,24.25,13.6,3.5,花蓮縣政府北偏東方  33.1  公里 (位於花蓮縣近海)
100103   ,2011/7/15 上午 06:27:00,121.77,24.25,15.9,3.8,花蓮縣政府北偏東方  32.8  公里 (位於花蓮縣近海)
小區域,2011/7/15 上午 06:17:00,121.76,24.25,13.5,3.5,花蓮縣政府北偏東方  32.1  公里 (位於花蓮縣近海)
100102   ,2011/7/15 上午 05:13:00,121.78,24.25,17.4,3.5,花蓮縣政府北偏東方  33.2  公里 (位於花蓮縣近海)
100101   ,2011/7/15 上午 05:12:00,121.78,24.25,14.1,4.4,花蓮縣政府北偏東方  33.0  公里 (位於花蓮縣近海)
小區域,2011/7/15 上午 02:34:00,121.91,24.42,19.5,3,宜蘭縣政府南偏東方  37.2  公里 (位於台灣東部海域)
小區域,2011/7/14 下午 02:21:00,121.79,24.25,17.7,3.3,花蓮縣政府北偏東方  33.7  公里 (位於花蓮縣近海)
小區域,2011/7/14 上午 07:54:00,121.74,24.26,14.9,3,花蓮縣政府北偏東方  32.4  公里 (位於花蓮縣近海)
小區域,2011/7/13 下午 07:04:00,121.78,24.25,17.2,3,花蓮縣政府北偏東方  33.0  公里 (位於花蓮縣近海)
小區域,2011/7/13 下午 03:19:00,123.8,24.91,120.8,5.4,宜蘭縣政府東方  206.8  公里 (位於台灣東部海域)
100100   ,2011/7/12 下午 07:17:00,121.52,23.51,31.2,5.3,花蓮縣政府南偏西方  53.9  公里 (位於花蓮縣近海)
小區域,2011/7/11 上午 01:21:00,121.71,23.49,29,3.9,花蓮縣政府南方  56.0  公里 (位於台灣東部海域)
小區域,2011/7/10 上午 08:28:00,121.69,24.15,2.7,3.5,花蓮縣政府北偏東方  19.2  公里 (位於花蓮縣近海)
小區域,2011/7/10 上午 08:28:00,121.69,24.12,9.6,2.9,花蓮縣政府北偏東方  15.9  公里 (位於花蓮縣近海)
小區域,2011/7/10 上午 12:11:00,121.35,22.98,20.8,3.1,台東縣政府東北方  32.2  公里 (位於台東縣近海)
100099   ,2011/7/9 下午 12:37:00,121.79,24.25,20.2,4,花蓮縣政府北偏東方  33.7  公里 (位於花蓮縣近海)
小區域,2011/7/9 上午 08:28:00,121.6,23.59,42.9,3.7,花蓮縣政府南方  44.9  公里 (位於花蓮縣近海)
小區域,2011/7/9 上午 03:40:00,121.92,24.39,24.4,4.1,宜蘭縣政府南偏東方  41.0  公里 (位於台灣東部海域)
小區域,2011/7/8 下午 04:19:00,120.59,23.47,7.8,3.3,嘉義市政府東方  14.4  公里 (位於嘉義縣番路鄉)
小區域,2011/7/8 下午 03:28:00,121.76,24.23,16.6,3.4,花蓮縣政府北偏東方  29.9  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 10:52:00,121.76,24.22,15.3,3.4,花蓮縣政府北偏東方  29.2  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 04:27:00,121.76,24.22,14.5,3.7,花蓮縣政府北偏東方  29.8  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 03:36:00,121.75,24.22,15.3,3.7,花蓮縣政府北偏東方  28.5  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 03:18:00,121.76,24.21,15.1,3.7,花蓮縣政府北偏東方  28.3  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 02:57:00,121.76,24.22,15.4,3.6,花蓮縣政府北偏東方  29.0  公里 (位於花蓮縣近海)
100098   ,2011/7/8 上午 02:47:00,121.76,24.23,14.5,3.5,花蓮縣政府北偏東方  29.3  公里 (位於花蓮縣近海)
100097   ,2011/7/8 上午 01:26:00,121.76,24.25,15.7,3.7,花蓮縣政府北偏東方  32.3  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 01:16:00,121.75,24.22,13.6,2.9,花蓮縣政府北偏東方  28.5  公里 (位於花蓮縣近海)
小區域,2011/7/8 上午 01:13:00,121.76,24.26,14.1,3.2,花蓮縣政府北偏東方  32.4  公里 (位於花蓮縣近海)
100096   ,2011/7/8 上午 12:07:00,121.77,24.23,17.5,4.1,花蓮縣政府北偏東方  30.5  公里 (位於花蓮縣近海)
小區域,2011/7/7 下午 11:59:00,121.75,24.23,14.3,2.9,花蓮縣政府北偏東方  29.7  公里 (位於花蓮縣近海)
100095   ,2011/7/7 下午 11:52:00,121.76,24.23,15.7,4.3,花蓮縣政府北偏東方  29.9  公里 (位於花蓮縣近海)
100094   ,2011/7/7 下午 11:48:00,121.75,24.23,14.3,3.6,花蓮縣政府北偏東方  29.7  公里 (位於花蓮縣近海)
100093   ,2011/7/7 下午 10:53:00,121.76,24.22,16.8,4,花蓮縣政府北偏東方  29.3  公里 (位於花蓮縣近海)
小區域,2011/7/7 下午 05:23:00,121.75,24.23,13.7,2.9,花蓮縣政府北偏東方  29.5  公里 (位於花蓮縣近海)
小區域,2011/7/7 下午 05:18:00,121.76,24.23,15.3,3.3,花蓮縣政府北偏東方  29.6  公里 (位於花蓮縣近海)
小區域,2011/7/7 上午 07:31:00,121.76,24.23,16.6,3.2,花蓮縣政府北偏東方  30.6  公里 (位於花蓮縣近海)
100092   ,2011/7/7 上午 03:24:00,121.77,24.23,19.4,3.6,花蓮縣政府北偏東方  30.9  公里 (位於花蓮縣近海)
100091   ,2011/7/7 上午 01:55:00,121.78,24.23,18.9,4.2,花蓮縣政府北偏東方  31.0  公里 (位於花蓮縣近海)
100090   ,2011/7/7 上午 01:42:00,121.78,24.25,17.3,4,花蓮縣政府北偏東方  32.8  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 11:43:00,121.78,24.25,15.2,3.1,花蓮縣政府北偏東方  32.6  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 11:15:00,121.76,24.23,16.1,3.3,花蓮縣政府北偏東方  30.0  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 11:14:00,121.76,24.23,15.9,3.8,花蓮縣政府北偏東方  30.4  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 11:13:00,121.76,24.23,14.8,3.2,花蓮縣政府北偏東方  30.3  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 08:31:00,121.77,24.24,16.4,3.2,花蓮縣政府北偏東方  31.8  公里 (位於花蓮縣近海)
100089   ,2011/7/6 下午 07:58:00,121.79,24.23,17.6,4.9,花蓮縣政府東北方  31.8  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 06:00:00,121.76,24.23,15.9,3.3,花蓮縣政府北偏東方  30.4  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 03:35:00,121.75,24.25,16.3,3.1,花蓮縣政府北偏東方  32.0  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 03:10:00,121.76,24.23,17.3,3.5,花蓮縣政府北偏東方  30.4  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 02:58:00,121.76,24.23,16.8,3.4,花蓮縣政府北偏東方  30.5  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 02:06:00,121.77,24.25,16.8,3.1,花蓮縣政府北偏東方  32.3  公里 (位於花蓮縣近海)
100088   ,2011/7/6 下午 01:22:00,121.78,24.24,15.6,4.5,花蓮縣政府北偏東方  32.2  公里 (位於花蓮縣近海)
小區域,2011/7/6 下午 12:15:00,121.76,24.25,16.8,3.3,花蓮縣政府北偏東方  32.0  公里 (位於花蓮縣近海)
小區域,2011/7/6 上午 05:05:00,121.77,24.24,17.7,3.2,花蓮縣政府北偏東方  31.2  公里 (位於花蓮縣近海)
小區域,2011/7/5 下午 08:32:00,121.77,24.24,18.1,2.9,花蓮縣政府北偏東方  31.7  公里 (位於花蓮縣近海)
100087   ,2011/7/5 上午 05:36:00,121.76,24.25,16.7,3.3,花蓮縣政府北偏東方  31.6  公里 (位於花蓮縣近海)
小區域,2011/7/4 上午 08:13:00,121.7,24.18,6.5,3.2,花蓮縣政府北偏東方  22.0  公里 (位於花蓮縣近海)
100086   ,2011/7/3 下午 11:19:00,121.9,24.67,68.5,4.3,宜蘭縣政府東偏南方  15.4  公里 (位於宜蘭縣近海)
100085   ,2011/7/3 下午 08:30:00,121.9,24.67,68,4.8,宜蘭縣政府東偏南方  15.3  公里 (位於宜蘭縣近海)
小區域,2011/7/3 上午 02:38:00,122.02,24.81,9.3,3.7,宜蘭縣政府東偏北方  27.0  公里 (位於台灣東部海域)
100084   ,2011/7/2 下午 06:04:00,121.49,21.99,13.6,4.5,台東縣政府南偏東方  91.7  公里 (位於台灣東南部海域)
100083   ,2011/7/2 下午 03:22:00,121.47,23.99,22.7,4.2,花蓮縣政府西方  15.0  公里 (位於花蓮縣秀林鄉)
